OTU_ID,C1,C2,C3,P1,P2,P3,Kingdom,Phylum,Class,Order,Family,Genus,Species,
OTU986,0,0,0,0,2,0,k__Bacteria,p__Acidobacteria,c__DA052,o__Ellin6513,f__,g__,s__,
OTU2256,0,0,0,0,2,0,k__Bacteria,p__Chloroflexi,c__Ktedonobacteria,o__Thermogemmatisporales,f__Thermogemmatisporaceae,g__,s__,
OTU2161,0,0,0,0,2,0,k__Bacteria,p__Acidobacteria,c__Acidobacteriia,o__Acidobacteriales,,,,
OTU2304,0,0,0,0,2,0,k__Bacteria,,,,,,,
OTU2578,0,0,0,0,2,0,k__Bacteria,p__Chloroflexi,c__Ktedonobacteria,o__Thermogemmatisporales,f__Thermogemmatisporaceae,g__,s__,
OTU2372,0,0,0,0,2,0,k__Bacteria,p__Acidobacteria,,,,,,
OTU2463,0,0,0,0,2,0,k__Bacteria,p__Proteobacteria,,,,,,
OTU2513,0,0,0,0,2,0,k__Bacteria,p__Acidobacteria,c__Acidobacteria-6,o__iii1-15,f__,g__,s__,
OTU2509,0,0,0,0,2,0,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodospirillales,f__Rhodospirillaceae,g__,s__,
OTU2640,0,0,0,0,2,0,k__Bacteria,p__Acidobacteria,c__Solibacteres,o__Solibacterales,,,,
OTU2673,0,0,0,0,2,0,k__Bacteria,p__Acidobacteria,,,,,,
OTU2412,0,0,0,0,2,0,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,,,,
OTU2537,0,0,0,0,2,0,k__Bacteria,p__Acidobacteria,,,,,,
OTU2165,0,0,0,0,2,0,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__MIZ46,f__,g__,s__,
OTU2160,0,0,0,0,2,0,k__Bacteria,,,,,,,
OTU2593,0,0,0,0,2,0,k__Bacteria,p__AD3,c__,o__,f__,g__,s__,
OTU2329,0,0,0,0,2,0,k__Bacteria,,,,,,,
OTU2278,0,0,0,0,2,0,k__Bacteria,,,,,,,
OTU2433,0,0,0,0,2,0,k__Bacteria,p__Acidobacteria,c__Acidobacteriia,o__Acidobacteriales,f__Acidobacteriaceae,g__Acidopila,s__rosea,
OTU2377,0,0,0,0,2,0,k__Bacteria,p__Verrucomicrobia,c__[Pedosphaerae],o__[Pedosphaerales],f__Ellin515,g__,s__,
OTU2169,0,0,0,0,2,0,k__Bacteria,p__Chloroflexi,c__Ktedonobacteria,o__Thermogemmatisporales,f__Thermogemmatisporaceae,g__,s__,
OTU2310,0,0,0,0,2,0,k__Bacteria,,,,,,,
OTU2484,0,0,0,0,2,0,k__Bacteria,,,,,,,
OTU2678,0,0,0,0,2,0,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Myxococcales,f__Myxococcaceae,g__,s__,
OTU2302,0,0,0,0,2,0,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Hyphomicrobiaceae,g__Pedomicrobium,,
OTU2565,0,0,0,0,2,0,k__Bacteria,,,,,,,
OTU2209,0,0,0,0,2,0,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Hyphomicrobiaceae,g__Pedomicrobium,,
OTU2676,0,0,0,0,2,0,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Legionellales,f__Coxiellaceae,g__,s__,
OTU2365,0,0,0,0,2,0,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodospirillales,,,,
OTU1212,0,4,1,7,1,0,k__Bacteria,,,,,,,
OTU1755,0,1,0,7,1,0,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Burkholderiales,f__Burkholderiaceae,g__Burkholderia,,
OTU1831,0,1,0,5,1,0,k__Bacteria,p__Bacteroidetes,c__Sphingobacteriia,o__Sphingobacteriales,f__Sphingobacteriaceae,g__,s__,
OTU1863,0,4,4,2,1,0,k__Bacteria,p__Chloroflexi,c__Ellin6529,o__,f__,g__,s__,
OTU1655,0,0,2,2,1,0,k__Bacteria,,,,,,,
OTU1544,0,3,1,2,1,0,k__Bacteria,p__Chloroflexi,c__Ktedonobacteria,o__Ktedonobacterales,f__Ktedonobacteraceae,g__FFCH10602,s__,
OTU1333,0,1,1,2,1,0,k__Archaea,p__Euryarchaeota,c__Thermoplasmata,o__E2,f__[Methanomassiliicoccaceae],g__,s__,
OTU1986,0,0,1,2,1,0,k__Bacteria,p__AD3,c__JG37-AG-4,o__,f__,g__,s__,
OTU2099,0,0,0,2,1,0,k__Bacteria,p__Acidobacteria,c__Acidobacteriia,o__Acidobacteriales,f__Acidobacteriaceae,g__,s__,
OTU2087,0,0,0,2,1,0,k__Bacteria,,,,,,,
OTU1419,0,0,4,1,1,0,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodospirillales,f__Rhodospirillaceae,g__,s__,
OTU1557,0,0,2,1,1,0,k__Bacteria,p__Actinobacteria,c__Acidimicrobiia,o__Acidimicrobiales,f__,g__,s__,
OTU2929,0,0,2,1,1,0,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Myxococcales,f__,g__,s__,
OTU2485,0,0,2,1,1,0,k__Bacteria,,,,,,,
OTU2645,0,0,1,1,1,0,k__Bacteria,,,,,,,
OTU1812,0,0,1,1,1,0,k__Bacteria,p__Acidobacteria,c__Acidobacteria-6,,,,,
OTU2576,0,0,1,1,1,0,k__Bacteria,,,,,,,
OTU1204,0,3,0,1,1,0,k__Bacteria,p__Acidobacteria,c__DA052,o__Ellin6513,f__,g__,s__,
OTU2991,0,0,0,1,1,0,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,,,,
OTU1896,0,0,0,1,1,0,k__Bacteria,p__Acidobacteria,c__Acidobacteriia,o__Acidobacteriales,f__Koribacteraceae,g__,s__,
OTU2403,0,0,0,1,1,0,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Syntrophobacterales,f__Syntrophobacteraceae,g__,s__,
OTU1463,0,0,0,1,1,0,k__Bacteria,p__Acidobacteria,c__Acidobacteria-6,o__iii1-15,f__,g__,s__,
OTU305,0,0,0,1,1,0,k__Bacteria,p__Chlorobi,c__,o__,f__,g__,s__,
OTU375,0,0,0,1,1,0,k__Bacteria,,,,,,,
OTU1994,0,0,0,1,1,0,k__Bacteria,p__Acidobacteria,c__Solibacteres,o__JH-WHS99,f__,g__,s__,
OTU1371,0,0,0,1,1,0,k__Bacteria,p__Actinobacteria,c__Acidimicrobiia,o__Acidimicrobiales,f__EB1017,g__,s__,
OTU1261,0,3,12,0,1,0,k__Bacteria,p__GAL15,c__,o__,f__,g__,s__,
OTU1530,0,0,3,0,1,0,k__Bacteria,p__Acidobacteria,c__DA052,o__Ellin6513,f__,g__,s__,
OTU1575,0,0,3,0,1,0,k__Bacteria,p__Chloroflexi,c__Ktedonobacteria,o__JG30-KF-AS9,f__,g__,s__,
OTU2480,0,0,2,0,1,0,k__Bacteria,p__Nitrospirae,c__Nitrospira,o__Nitrospirales,f__[Leptospirillaceae],g__,s__,
OTU2252,0,0,2,0,1,0,k__Bacteria,p__Acidobacteria,c__TM1,o__,f__,g__,s__,
OTU1827,0,0,2,0,1,0,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Caulobacterales,f__Caulobacteraceae,g__,s__,
OTU1493,0,0,2,0,1,0,k__Bacteria,p__AD3,c__JG37-AG-4,o__,f__,g__,s__,
OTU1405,0,0,2,0,1,0,k__Bacteria,p__Acidobacteria,c__Acidobacteriia,o__Acidobacteriales,f__Koribacteraceae,,,
OTU818,0,0,1,0,1,0,k__Bacteria,p__AD3,c__JG37-AG-4,o__,f__,g__,s__,
OTU1417,0,0,1,0,1,0,k__Bacteria,p__Acidobacteria,c__Acidobacteriia,o__Acidobacteriales,f__Koribacteraceae,g__,s__,
OTU2652,0,0,1,0,1,0,k__Bacteria,p__AD3,,,,,,
OTU406,0,0,1,0,1,0,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,,,,
OTU2357,0,0,1,0,1,0,k__Bacteria,,,,,,,
OTU2373,0,0,1,0,1,0,k__Bacteria,p__Acidobacteria,,,,,,
OTU2457,0,0,1,0,1,0,k__Bacteria,p__Actinobacteria,c__Acidimicrobiia,o__Acidimicrobiales,f__,g__,s__,
OTU2158,0,0,1,0,1,0,k__Bacteria,,,,,,,
OTU2113,0,0,1,0,1,0,k__Bacteria,p__Bacteroidetes,c__Cytophagia,o__Cytophagales,f__Cytophagaceae,g__,s__,
OTU1902,0,0,1,0,1,0,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodospirillales,,,,
OTU1578,0,0,1,0,1,0,k__Bacteria,p__Acidobacteria,c__DA052,o__Ellin6513,f__,g__,s__,
OTU2499,0,0,1,0,1,0,k__Bacteria,,,,,,,
OTU1720,0,0,1,0,1,0,k__Bacteria,p__Acidobacteria,c__Acidobacteriia,o__Acidobacteriales,,,,
OTU1737,0,0,1,0,1,0,k__Bacteria,p__Chloroflexi,c__Ktedonobacteria,o__Ktedonobacterales,f__Ktedonobacteraceae,g__,s__,
OTU1522,0,0,1,0,1,0,k__Bacteria,,,,,,,
OTU2177,0,0,1,0,1,0,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Xanthomonadales,f__Sinobacteraceae,g__,s__,
OTU1565,0,0,1,0,1,0,k__Bacteria,p__Chloroflexi,c__Ktedonobacteria,o__JG30-KF-AS9,f__,g__,s__,
OTU1677,0,0,1,0,1,0,k__Bacteria,p__Acidobacteria,c__Acidobacteriia,o__Acidobacteriales,f__Acidobacteriaceae,,,
OTU2523,0,0,1,0,1,0,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__FAC87,f__,g__,s__,
OTU1252,0,3,0,0,1,0,k__Bacteria,p__Acidobacteria,c__Acidobacteriia,o__Acidobacteriales,,,,
OTU1196,0,3,0,0,1,0,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,,,,
OTU2311,0,1,0,0,1,0,k__Bacteria,p__Acidobacteria,c__DA052,o__Ellin6513,f__,g__,s__,
OTU2469,0,1,0,0,1,0,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Burkholderiales,f__Oxalobacteraceae,g__Herbaspirillum,s__,
OTU2526,0,0,0,0,1,0,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Myxococcales,f__,g__,s__,
OTU2206,0,0,0,0,1,0,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Caulobacterales,f__Caulobacteraceae,g__Phenylobacterium,s__,
OTU894,0,0,0,0,1,0,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__,f__,g__,s__,
OTU577,0,0,0,0,1,0,k__Bacteria,p__Acidobacteria,c__iii1-8,o__32-20,f__,g__,s__,
OTU2944,0,0,0,0,1,0,k__Bacteria,p__Chloroflexi,c__C0119,o__,f__,g__,s__,
OTU877,0,0,0,0,1,0,k__Bacteria,,,,,,,
OTU1138,0,0,0,0,1,0,k__Bacteria,p__Acidobacteria,c__DA052,o__Ellin6513,f__,g__,s__,
OTU1816,0,0,0,0,1,0,k__Bacteria,p__Acidobacteria,c__DA052,o__Ellin6513,f__,g__,s__,
OTU2712,0,0,0,0,1,0,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Bradyrhizobiaceae,g__Afipia,s__,
OTU3054,0,0,0,0,1,0,k__Bacteria,p__Acidobacteria,c__DA052,o__Ellin6513,f__,g__,s__,
OTU985,0,0,0,0,1,0,k__Bacteria,,,,,,,
OTU2475,0,0,0,0,1,0,k__Bacteria,,,,,,,
OTU2763,0,0,0,0,1,0,k__Bacteria,p__AD3,c__ABS-6,o__,f__,g__,s__,
OTU2703,0,0,0,0,1,0,k__Bacteria,p__AD3,c__,o__,f__,g__,s__,
OTU2739,0,0,0,0,1,0,k__Bacteria,p__Chloroflexi,c__Ktedonobacteria,o__Thermogemmatisporales,f__Thermogemmatisporaceae,g__,s__,
OTU828,0,0,0,0,1,0,k__Bacteria,p__Acidobacteria,c__DA052,o__Ellin6513,f__,g__,s__,
OTU718,0,0,0,0,1,0,k__Bacteria,p__Acidobacteria,c__[Chloracidobacteria],o__,f__,g__,s__,
OTU805,0,0,0,0,1,0,k__Bacteria,p__Acidobacteria,,,,,,
OTU2249,0,0,0,0,1,0,k__Bacteria,,,,,,,
OTU82,0,0,0,0,1,0,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,,,,
OTU405,0,0,0,0,1,0,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Myxococcales,f__,g__,s__,
OTU2359,0,0,0,0,1,0,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Burkholderiales,f__Comamonadaceae,,,
OTU2543,0,0,0,0,1,0,k__Bacteria,p__Acidobacteria,c__Acidobacteria-6,,,,,
OTU2219,0,0,0,0,1,0,k__Bacteria,p__Chloroflexi,c__TK10,o__B07_WMSP1,f__,g__,s__,
OTU2257,0,0,0,0,1,0,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodospirillales,f__Acetobacteraceae,,,
OTU2182,0,0,0,0,1,0,k__Bacteria,,,,,,,
OTU2572,0,0,0,0,1,0,k__Bacteria,p__Actinobacteria,c__Acidimicrobiia,o__Acidimicrobiales,f__EB1017,g__,s__,
OTU2152,0,0,0,0,1,0,k__Bacteria,p__Chloroflexi,c__Ktedonobacteria,o__Thermogemmatisporales,f__Thermogemmatisporaceae,g__,s__,
OTU1059,0,0,0,0,1,0,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__A21b,f__EB1003,g__,s__,
OTU1380,0,0,0,0,1,0,k__Bacteria,p__Acidobacteria,c__Acidobacteriia,o__Acidobacteriales,f__Koribacteraceae,g__,s__,
OTU2873,0,0,0,0,1,0,k__Bacteria,p__AD3,c__ABS-6,o__,f__,g__,s__,
OTU2471,0,0,0,0,1,0,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,,,,,
OTU314,0,0,0,0,1,0,k__Bacteria,p__Chloroflexi,c__Ktedonobacteria,o__Thermogemmatisporales,f__Thermogemmatisporaceae,g__,s__,
OTU2715,0,0,0,0,1,0,k__Bacteria,p__AD3,,,,,,
OTU2639,0,0,0,0,1,0,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Myxococcales,,,,
OTU2986,0,0,0,0,1,0,k__Bacteria,p__Acidobacteria,c__DA052,o__Ellin6513,f__,g__,s__,
OTU2641,0,0,0,0,1,0,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,,,,,
OTU2500,0,0,0,0,1,0,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,,,,
OTU2225,0,0,0,0,1,0,k__Bacteria,p__WPS-2,c__,o__,f__,g__,s__,
OTU2577,0,0,0,0,1,0,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Myxococcales,,,,
OTU2253,0,0,0,0,1,0,k__Bacteria,,,,,,,
OTU2356,0,0,0,0,1,0,k__Bacteria,p__WPS-2,c__,o__,f__,g__,s__,
OTU299,0,0,0,0,1,0,k__Bacteria,,,,,,,
OTU1296,0,0,0,0,1,0,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,,,,,
OTU2492,0,0,0,0,1,0,k__Bacteria,p__Chloroflexi,c__Ktedonobacteria,o__Ktedonobacterales,f__Ktedonobacteraceae,g__FFCH10602,s__,
OTU1667,0,0,0,0,1,0,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,,,,
OTU2187,0,0,0,0,1,0,k__Bacteria,p__Acidobacteria,c__Acidobacteriia,o__Acidobacteriales,f__Koribacteraceae,g__Candidatus,,
OTU2296,0,0,0,0,1,0,k__Bacteria,p__Elusimicrobia,c__Elusimicrobia,o__FAC88,f__,g__,s__,
OTU2498,0,0,0,0,1,0,k__Bacteria,p__Acidobacteria,c__Acidobacteriia,o__Acidobacteriales,f__Koribacteraceae,g__,s__,
OTU2545,0,0,0,0,1,0,k__Bacteria,p__Chloroflexi,c__Ktedonobacteria,o__JG30-KF-AS9,f__,g__,s__,
OTU2232,0,0,0,0,1,0,k__Bacteria,p__Chloroflexi,c__Ktedonobacteria,o__Thermogemmatisporales,f__Thermogemmatisporaceae,g__,s__,
OTU1050,0,0,0,0,1,0,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__MIZ46,f__,g__,s__,
OTU2590,0,0,0,0,1,0,k__Bacteria,,,,,,,
OTU1506,0,0,0,0,1,0,k__Bacteria,p__Chloroflexi,c__TK10,o__B07_WMSP1,f__FFCH4570,g__,s__,
OTU2258,0,0,0,0,1,0,k__Bacteria,p__AD3,c__ABS-6,o__,f__,g__,s__,
OTU2155,0,0,0,0,1,0,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,,,,,
OTU2511,0,0,0,0,1,0,k__Bacteria,,,,,,,
OTU2203,0,0,0,0,1,0,k__Bacteria,,,,,,,
OTU2260,0,0,0,0,1,0,k__Bacteria,p__TM6,c__SJA-4,o__,f__,g__,s__,
OTU2396,0,0,0,0,1,0,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Spirobacillales,f__,g__,s__,
OTU2168,0,0,0,0,1,0,k__Bacteria,,,,,,,
OTU2391,0,0,0,0,1,0,k__Bacteria,p__Nitrospirae,c__Nitrospira,o__Nitrospirales,f__0319-6A21,g__,s__,
OTU2444,0,0,0,0,1,0,k__Bacteria,p__Chloroflexi,c__Ktedonobacteria,o__Thermogemmatisporales,f__Thermogemmatisporaceae,g__,s__,
OTU2180,0,0,0,0,1,0,k__Bacteria,,,,,,,
OTU2392,0,0,0,0,1,0,k__Bacteria,p__Chloroflexi,c__Ktedonobacteria,,,,,
OTU2410,0,0,0,0,1,0,k__Bacteria,,,,,,,
OTU2683,0,0,0,0,1,0,k__Bacteria,p__Chloroflexi,c__Ktedonobacteria,o__JG30-KF-AS9,f__,g__,s__,
OTU2884,0,0,0,0,1,0,k__Bacteria,p__Chloroflexi,c__Ktedonobacteria,o__Thermogemmatisporales,f__Thermogemmatisporaceae,g__,s__,
OTU2540,0,0,0,0,1,0,k__Bacteria,p__AD3,,,,,,
OTU900,0,0,0,0,1,0,k__Bacteria,p__Chloroflexi,c__TK10,o__B07_WMSP1,f__FFCH4570,g__,s__,
OTU2648,0,0,0,0,1,0,k__Bacteria,,,,,,,
OTU2547,0,0,0,0,1,0,k__Bacteria,,,,,,,
OTU1775,0,0,0,0,1,0,k__Bacteria,p__Chloroflexi,c__TK10,o__B07_WMSP1,f__FFCH4570,g__,s__,
OTU2429,0,0,0,0,1,0,k__Bacteria,,,,,,,
OTU2642,0,0,0,0,1,0,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Legionellales,f__Legionellaceae,,,
OTU2546,0,0,0,0,1,0,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodospirillales,f__Rhodospirillaceae,,,
OTU2487,0,0,0,0,1,0,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,,,,,
OTU2689,0,0,0,0,1,0,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodospirillales,f__Rhodospirillaceae,g__,s__,
OTU2714,0,0,0,0,1,0,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,,,,,
OTU2489,0,0,0,0,1,0,k__Bacteria,p__AD3,c__ABS-6,o__,f__,g__,s__,
OTU2460,0,0,0,0,1,0,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Micromonosporaceae,,,
OTU2413,0,0,0,0,1,0,k__Bacteria,,,,,,,
OTU2221,0,0,0,0,1,0,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,,,,
OTU2320,0,0,0,0,1,0,k__Bacteria,p__Chloroflexi,c__Ktedonobacteria,o__Thermogemmatisporales,f__Thermogemmatisporaceae,g__,s__,
OTU1259,0,0,0,0,1,0,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,,,,
OTU1688,0,0,0,0,1,0,k__Bacteria,p__Acidobacteria,c__DA052,o__Ellin6513,f__,g__,s__,
OTU2612,0,0,0,0,1,0,k__Bacteria,,,,,,,
OTU2700,0,0,0,0,1,0,k__Bacteria,p__Chloroflexi,c__Ktedonobacteria,,,,,
OTU2193,0,0,0,0,1,0,k__Bacteria,,,,,,,
OTU2611,0,0,0,0,1,0,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,,,,
OTU2370,0,0,0,0,1,0,k__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,,,,
OTU2306,0,0,0,0,1,0,k__Bacteria,p__Bacteroidetes,c__Sphingobacteriia,o__Sphingobacteriales,f__,g__,s__,
OTU2250,0,0,0,0,1,0,k__Bacteria,,,,,,,
OTU2454,0,0,0,0,1,0,k__Bacteria,p__Acidobacteria,c__Acidobacteria-6,o__iii1-15,f__,g__,s__,
OTU2262,0,0,0,0,1,0,k__Bacteria,,,,,,,
OTU2658,0,0,0,0,1,0,k__Bacteria,,,,,,,
OTU2228,0,0,0,0,1,0,k__Bacteria,p__Planctomycetes,c__Planctomycetia,o__Gemmatales,f__Isosphaeraceae,g__,s__,
OTU2286,0,0,0,0,1,0,k__Bacteria,p__Chloroflexi,c__Ktedonobacteria,o__Ktedonobacterales,f__Ktedonobacteraceae,g__FFCH10602,s__,
OTU2401,0,0,0,0,1,0,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,,,,,
OTU2654,0,0,0,0,1,0,k__Bacteria,p__Verrucomicrobia,c__[Pedosphaerae],o__[Pedosphaerales],,,,
OTU2334,0,0,0,0,1,0,k__Bacteria,,,,,,,
OTU2348,0,0,0,0,1,0,k__Bacteria,p__Proteobacteria,,,,,,
OTU2669,0,0,0,0,1,0,k__Bacteria,,,,,,,
OTU2364,0,0,0,0,1,0,k__Bacteria,p__AD3,,,,,,
OTU2288,0,0,0,0,1,0,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodospirillales,f__Rhodospirillaceae,g__,s__,
OTU2369,0,0,0,0,1,0,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Legionellales,f__,g__,s__,
OTU2443,0,0,0,0,1,0,k__Bacteria,p__Gemmatimonadetes,c__Gemm-1,o__,f__,g__,s__,
OTU2427,0,0,0,0,1,0,k__Bacteria,,,,,,,
OTU2696,0,0,0,0,1,0,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Hyphomicrobiaceae,g__Rhodoplanes,,
OTU2542,0,0,0,0,1,0,k__Bacteria,,,,,,,
OTU2417,0,0,0,0,1,0,k__Bacteria,p__Acidobacteria,c__Solibacteres,o__Solibacterales,,,,
OTU2587,0,0,0,0,1,0,k__Bacteria,,,,,,,
OTU2536,0,0,0,0,1,0,k__Bacteria,p__Chloroflexi,c__Ktedonobacteria,o__Thermogemmatisporales,f__Thermogemmatisporaceae,g__,s__,
OTU2159,0,0,0,0,1,0,k__Bacteria,p__Acidobacteria,c__Acidobacteriia,o__Acidobacteriales,,,,
OTU2571,0,0,0,0,1,0,k__Bacteria,p__Chloroflexi,c__Anaerolineae,o__SHA-20,f__,g__,s__,
OTU2655,0,0,0,0,1,0,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,,,,
OTU2341,0,0,0,0,1,0,k__Bacteria,p__Acidobacteria,c__DA052,o__Ellin6513,f__,g__,s__,
OTU2705,0,0,0,0,1,0,k__Bacteria,p__Chloroflexi,c__Ktedonobacteria,o__Thermogemmatisporales,f__Thermogemmatisporaceae,g__,s__,
OTU2293,0,0,0,0,1,0,k__Bacteria,p__Chloroflexi,c__Ktedonobacteria,o__Thermogemmatisporales,f__Thermogemmatisporaceae,g__,s__,
OTU2307,0,0,0,0,1,0,k__Bacteria,p__Acidobacteria,c__Acidobacteria-6,,,,,
OTU2230,0,0,0,0,1,0,k__Bacteria,,,,,,,
OTU2621,0,0,0,0,1,0,k__Bacteria,p__Proteobacteria,,,,,,
OTU2558,0,0,0,0,1,0,k__Bacteria,p__Acidobacteria,c__Solibacteres,o__Solibacterales,,,,
OTU2479,0,0,0,0,1,0,k__Bacteria,,,,,,,
OTU2291,0,0,0,0,1,0,k__Bacteria,,,,,,,
OTU2690,0,0,0,0,1,0,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Myxococcales,f__Cystobacteraceae,,,
OTU2617,0,0,0,0,1,0,k__Bacteria,p__Actinobacteria,c__Thermoleophilia,o__Solirubrobacterales,f__,g__,s__,
OTU1931,0,0,0,5,0,0,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodospirillales,f__Rhodospirillaceae,g__,s__,
OTU2053,0,0,0,5,0,0,k__Bacteria,p__Acidobacteria,c__,o__,f__,g__,s__,
OTU1996,0,1,0,4,0,0,k__Bacteria,p__Acidobacteria,c__Solibacteres,o__Solibacterales,,,,
OTU494,0,2,1,3,0,0,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Syntrophobacterales,f__Syntrophobacteraceae,g__,s__,
OTU1183,0,5,0,3,0,0,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Burkholderiales,f__Comamonadaceae,,,
OTU1207,0,3,0,3,0,0,k__Bacteria,p__Chloroflexi,c__Ktedonobacteria,o__Ktedonobacterales,f__Ktedonobacteraceae,g__FFCH10602,s__,
OTU2118,0,1,0,3,0,0,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Burkholderiales,f__Burkholderiaceae,g__Burkholderia,s__andropogonis,
OTU2580,0,0,0,3,0,0,k__Bacteria,p__Gemmatimonadetes,c__Gemmatimonadetes,o__Gemmatimonadales,f__Ellin5301,g__,s__,
OTU2107,0,0,0,3,0,0,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Syntrophobacterales,f__Syntrophobacteraceae,g__,s__,
OTU2033,0,0,0,3,0,0,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Syntrophobacterales,f__Syntrophobacteraceae,g__,s__,
OTU1344,0,0,5,2,0,0,k__Bacteria,p__Acidobacteria,c__DA052,o__Ellin6513,f__,g__,s__,
OTU746,0,47,4,2,0,0,Unclassified,,,,,,,
OTU1693,0,0,3,2,0,0,k__Bacteria,p__Acidobacteria,c__Solibacteres,o__Solibacterales,f__Solibacteraceae,g__Candidatus,,
OTU1251,0,3,2,2,0,0,k__Bacteria,p__Chloroflexi,c__Ktedonobacteria,o__JG30-KF-AS9,f__,g__,s__,
OTU53,0,5,1,2,0,0,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodospirillales,f__Rhodospirillaceae,,,
OTU2711,0,0,1,2,0,0,k__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Paenibacillaceae,g__Paenibacillus,,
OTU2073,0,0,0,2,0,0,k__Bacteria,p__Acidobacteria,,,,,,
OTU1917,0,0,0,2,0,0,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Myxococcales,f__,g__,s__,
OTU2016,0,0,0,2,0,0,k__Bacteria,p__Gemmatimonadetes,c__Gemmatimonadetes,o__,f__,g__,s__,
OTU2982,0,0,0,2,0,0,k__Bacteria,p__Acidobacteria,,,,,,
OTU1991,0,0,0,2,0,0,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Myxococcales,f__Myxococcaceae,g__Anaeromyxobacter,s__,
OTU2066,0,0,0,2,0,0,k__Bacteria,p__Acidobacteria,c__Solibacteres,o__JH-WHS99,f__,g__,s__,
