OTU_ID,C1,C2,C3,P1,P2,P3,Kingdom,Phylum,Class,Order,Family,Genus,Species,
OTU2037,0,0,0,2,0,0,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Myxococcales,,,,
OTU1334,0,0,0,2,0,0,k__Bacteria,p__Armatimonadetes,c__0319-6E2,o__,f__,g__,s__,
OTU1951,0,0,0,2,0,0,k__Bacteria,p__Nitrospirae,c__Nitrospira,o__Nitrospirales,f__0319-6A21,g__,s__,
OTU2017,0,0,0,2,0,0,k__Bacteria,p__Acidobacteria,c__Solibacteres,o__Solibacterales,f__Solibacteraceae,g__Candidatus,,
OTU1963,0,0,0,2,0,0,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,,,,,
OTU1918,0,0,0,2,0,0,k__Bacteria,p__GAL15,c__,o__,f__,g__,s__,
OTU2063,0,0,0,2,0,0,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Myxococcales,f__Myxococcaceae,g__,s__,
OTU2672,0,0,4,1,0,0,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Myxococcales,,,,
OTU272,0,0,4,1,0,0,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Pseudomonadaceae,g__Pseudomonas,,
OTU1332,0,0,4,1,0,0,k__Bacteria,p__Acidobacteria,c__Sva0725,o__Sva0725,f__,g__,s__,
OTU1352,0,1,3,1,0,0,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Myxococcales,f__Myxococcaceae,g__,s__,
OTU1314,0,1,3,1,0,0,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Burkholderiales,f__Comamonadaceae,,,
OTU1561,0,0,3,1,0,0,k__Bacteria,p__Acidobacteria,c__Acidobacteriia,o__Acidobacteriales,f__Koribacteraceae,g__,s__,
OTU1932,0,0,3,1,0,0,k__Bacteria,p__Cyanobacteria,c__Chloroplast,o__Streptophyta,f__,g__,s__,
OTU1624,0,0,3,1,0,0,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodobacterales,f__Hyphomonadaceae,g__,s__,
OTU403,0,3,2,1,0,0,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Myxococcales,f__,g__,s__,
OTU1394,0,0,2,1,0,0,k__Bacteria,p__Acidobacteria,c__Solibacteres,o__Solibacterales,f__,g__,s__,
OTU2351,0,0,2,1,0,0,k__Bacteria,p__Proteobacteria,,,,,,
OTU55,0,0,2,1,0,0,k__Bacteria,,,,,,,
OTU1548,0,0,2,1,0,0,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Caulobacterales,f__Caulobacteraceae,g__,s__,
OTU1829,0,0,2,1,0,0,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Myxococcales,f__,g__,s__,
OTU1634,0,0,2,1,0,0,k__Bacteria,p__Proteobacteria,,,,,,
OTU2829,0,1,1,1,0,0,k__Bacteria,,,,,,,
OTU1319,0,0,1,1,0,0,k__Bacteria,p__Acidobacteria,c__Acidobacteria-6,o__CCU21,f__,g__,s__,
OTU478,0,0,1,1,0,0,k__Bacteria,p__Actinobacteria,c__Acidimicrobiia,o__Acidimicrobiales,f__,g__,s__,
OTU1310,0,0,1,1,0,0,k__Bacteria,p__Chloroflexi,c__TK10,o__B07_WMSP1,f__,g__,s__,
OTU1626,0,0,1,1,0,0,k__Bacteria,p__Acidobacteria,c__DA052,o__Ellin6513,f__,g__,s__,
OTU1069,0,0,1,1,0,0,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Myxococcales,,,,
OTU1397,0,0,1,1,0,0,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Caulobacterales,f__Caulobacteraceae,g__Phenylobacterium,s__,
OTU1888,0,0,1,1,0,0,k__Bacteria,p__Acidobacteria,c__DA052,o__Ellin6513,f__,g__,s__,
OTU2662,0,0,1,1,0,0,k__Bacteria,,,,,,,
OTU1926,0,0,1,1,0,0,k__Bacteria,p__Chloroflexi,c__S085,o__,f__,g__,s__,
OTU1570,0,0,1,1,0,0,k__Bacteria,p__Nitrospirae,c__Nitrospira,o__Nitrospirales,f__0319-6A21,g__,s__,
OTU1547,0,0,1,1,0,0,k__Bacteria,p__Acidobacteria,c__[Chloracidobacteria],o__RB41,f__,g__,s__,
OTU1729,0,0,1,1,0,0,k__Bacteria,p__WPS-2,c__,o__,f__,g__,s__,
OTU1717,0,0,1,1,0,0,k__Bacteria,p__Proteobacteria,,,,,,
OTU18,0,13,0,1,0,0,Unclassified,,,,,,,
OTU185,0,5,0,1,0,0,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,,,,,
OTU200,0,4,0,1,0,0,k__Bacteria,p__Acidobacteria,c__Acidobacteriia,o__Acidobacteriales,f__Koribacteraceae,g__,s__,
OTU1240,0,3,0,1,0,0,k__Bacteria,,,,,,,
OTU1233,0,3,0,1,0,0,k__Bacteria,p__Proteobacteria,,,,,,
OTU341,0,1,0,1,0,0,k__Bacteria,p__Acidobacteria,c__Solibacteres,o__Solibacterales,f__Solibacteraceae,g__Candidatus,,
OTU1901,0,1,0,1,0,0,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Xanthomonadales,f__Sinobacteraceae,g__,s__,
OTU438,0,1,0,1,0,0,k__Bacteria,p__Planctomycetes,c__Planctomycetia,o__Gemmatales,f__Gemmataceae,g__,s__,
OTU1972,0,1,0,1,0,0,k__Bacteria,p__Acidobacteria,c__Acidobacteriia,o__Acidobacteriales,f__Koribacteraceae,g__,s__,
OTU2710,0,0,0,1,0,0,k__Bacteria,,,,,,,
OTU1341,0,0,0,1,0,0,k__Bacteria,p__Nitrospirae,c__Nitrospira,o__Nitrospirales,f__0319-6A21,g__,s__,
OTU2011,0,0,0,1,0,0,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Myxococcales,f__Myxococcaceae,g__,s__,
OTU1948,0,0,0,1,0,0,k__Bacteria,p__TM7,c__TM7-1,o__,f__,g__,s__,
OTU1936,0,0,0,1,0,0,k__Bacteria,p__Gemmatimonadetes,c__Gemm-1,o__,f__,g__,s__,
OTU971,0,0,0,1,0,0,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Myxococcales,f__,g__,s__,
OTU2362,0,0,0,1,0,0,k__Bacteria,p__Acidobacteria,c__Acidobacteriia,o__Acidobacteriales,f__Koribacteraceae,,,
OTU2478,0,0,0,1,0,0,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,,,,,
OTU2000,0,0,0,1,0,0,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodospirillales,,,,
OTU2202,0,0,0,1,0,0,k__Archaea,p__Crenarchaeota,c__Thermoprotei,o__,f__,g__,s__,
OTU2483,0,0,0,1,0,0,k__Bacteria,,,,,,,
OTU1760,0,0,0,1,0,0,k__Bacteria,,,,,,,
OTU2100,0,0,0,1,0,0,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,,,,
OTU2067,0,0,0,1,0,0,k__Bacteria,p__Acidobacteria,,,,,,
OTU899,0,0,0,1,0,0,k__Bacteria,p__Bacteroidetes,c__Sphingobacteriia,o__Sphingobacteriales,f__,g__,s__,
OTU3064,0,0,0,1,0,0,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,,,,
OTU936,0,0,0,1,0,0,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Actinospicaceae,g__,s__,
OTU1940,0,0,0,1,0,0,k__Bacteria,p__Acidobacteria,c__iii1-8,o__32-20,f__,g__,s__,
OTU2042,0,0,0,1,0,0,k__Bacteria,p__Planctomycetes,c__Planctomycetia,o__Gemmatales,f__Gemmataceae,g__,s__,
OTU1970,0,0,0,1,0,0,k__Bacteria,,,,,,,
OTU3076,0,0,0,1,0,0,k__Bacteria,,,,,,,
OTU2388,0,0,0,1,0,0,k__Bacteria,,,,,,,
OTU2080,0,0,0,1,0,0,k__Bacteria,p__Acidobacteria,c__Acidobacteria-6,o__iii1-15,f__,g__,s__,
OTU315,0,0,0,1,0,0,k__Bacteria,,,,,,,
OTU1946,0,0,0,1,0,0,k__Bacteria,p__Nitrospirae,c__Nitrospira,o__Nitrospirales,f__0319-6A21,g__,s__,
OTU661,0,0,0,1,0,0,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Hyphomicrobiaceae,g__Rhodoplanes,s__,
OTU2128,0,0,0,1,0,0,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodospirillales,f__Rhodospirillaceae,,,
OTU2090,0,0,0,1,0,0,k__Bacteria,p__Acidobacteria,c__DA052,o__Ellin6513,f__,g__,s__,
OTU2043,0,0,0,1,0,0,k__Bacteria,,,,,,,
OTU2007,0,0,0,1,0,0,k__Bacteria,p__Proteobacteria,,,,,,
OTU2055,0,0,0,1,0,0,k__Bacteria,p__Chloroflexi,c__Ktedonobacteria,o__Ktedonobacterales,f__Ktedonobacteraceae,g__,s__,
OTU2025,0,0,0,1,0,0,k__Bacteria,p__Nitrospirae,c__Nitrospira,o__Nitrospirales,f__0319-6A21,g__,s__,
OTU1965,0,0,0,1,0,0,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Myxococcales,f__,g__,s__,
OTU1914,0,0,0,1,0,0,k__Bacteria,,,,,,,
OTU2081,0,0,0,1,0,0,k__Bacteria,p__Acidobacteria,c__Acidobacteriia,o__Acidobacteriales,f__Koribacteraceae,g__,s__,
OTU2496,0,0,0,1,0,0,k__Bacteria,p__Acidobacteria,c__DA052,o__Ellin6513,f__,g__,s__,
OTU2135,0,0,0,1,0,0,k__Bacteria,p__Acidobacteria,c__Acidobacteria-6,o__iii1-15,f__,g__,s__,
OTU2592,0,0,0,1,0,0,k__Bacteria,p__WPS-2,c__,o__,f__,g__,s__,
OTU2102,0,0,0,1,0,0,k__Bacteria,,,,,,,
OTU677,0,0,0,1,0,0,k__Bacteria,,,,,,,
OTU2295,0,0,0,1,0,0,k__Bacteria,p__Acidobacteria,c__DA052,o__Ellin6513,f__,g__,s__,
OTU1953,0,0,0,1,0,0,k__Bacteria,p__Acidobacteria,c__DA052,o__Ellin6513,f__,g__,s__,
OTU1974,0,0,0,1,0,0,k__Bacteria,,,,,,,
OTU2036,0,0,0,1,0,0,k__Bacteria,p__Acidobacteria,c__Solibacteres,o__Solibacterales,,,,
OTU1913,0,0,0,1,0,0,k__Bacteria,p__Proteobacteria,,,,,,
OTU1950,0,0,0,1,0,0,k__Bacteria,p__Acidobacteria,c__Solibacteres,o__Solibacterales,,,,
OTU1982,0,0,0,1,0,0,k__Bacteria,,,,,,,
OTU2046,0,0,0,1,0,0,k__Bacteria,p__GAL15,c__,o__,f__,g__,s__,
OTU1887,0,0,0,1,0,0,k__Bacteria,p__Verrucomicrobia,c__[Spartobacteria],o__[Chthoniobacterales],f__[Chthoniobacteraceae],g__DA101,s__,
OTU2021,0,0,0,1,0,0,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,,,,
OTU2030,0,0,0,1,0,0,k__Bacteria,p__Acidobacteria,c__Acidobacteriia,o__Acidobacteriales,,,,
OTU1959,0,0,0,1,0,0,k__Bacteria,p__Spirochaetes,c__[Leptospirae],o__[Leptospirales],f__Leptospiraceae,g__Leptonema,s__,
OTU2058,0,0,0,1,0,0,k__Bacteria,p__Acidobacteria,c__DA052,o__Ellin6513,f__,g__,s__,
OTU1875,0,0,0,1,0,0,k__Bacteria,p__Chloroflexi,c__Ktedonobacteria,o__Ktedonobacterales,f__Ktedonobacteraceae,g__,s__,
OTU1908,0,0,0,1,0,0,k__Bacteria,p__Actinobacteria,c__MB-A2-108,o__,f__,g__,s__,
OTU1964,0,0,0,1,0,0,k__Bacteria,,,,,,,
OTU1942,0,0,0,1,0,0,k__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Alicyclobacillaceae,g__Alicyclobacillus,,
OTU2086,0,0,0,1,0,0,k__Bacteria,p__Gemmatimonadetes,c__Gemm-1,o__,f__,g__,s__,
OTU2098,0,0,0,1,0,0,k__Bacteria,p__Actinobacteria,c__Thermoleophilia,o__Solirubrobacterales,,,,
OTU2056,0,0,0,1,0,0,k__Bacteria,p__Acidobacteria,,,,,,
OTU1873,0,0,0,1,0,0,k__Bacteria,,,,,,,
OTU2076,0,0,0,1,0,0,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Myxococcales,f__,g__,s__,
OTU1513,0,0,32,0,0,0,k__Bacteria,p__Nitrospirae,c__Nitrospira,o__Nitrospirales,f__0319-6A21,g__,s__,
OTU1396,0,0,19,0,0,0,k__Bacteria,p__AD3,c__ABS-6,o__,f__,g__,s__,
OTU248,0,1,12,0,0,0,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Xanthomonadales,f__Xanthomonadaceae,g__Rhodanobacter,s__,
OTU1271,0,0,8,0,0,0,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Myxococcales,f__Myxococcaceae,g__,s__,
OTU1378,0,0,6,0,0,0,k__Bacteria,p__GAL15,c__,o__,f__,g__,s__,
OTU1484,0,0,6,0,0,0,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Myxococcales,f__,g__,s__,
OTU794,0,1,5,0,0,0,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Caulobacterales,f__Caulobacteraceae,,,
OTU1753,0,0,5,0,0,0,k__Bacteria,p__Chloroflexi,c__Ktedonobacteria,o__Thermogemmatisporales,f__Thermogemmatisporaceae,g__,s__,
OTU2420,0,0,4,0,0,0,k__Bacteria,p__WPS-2,c__,o__,f__,g__,s__,
OTU1657,0,0,4,0,0,0,k__Bacteria,p__Chloroflexi,c__Ktedonobacteria,o__JG30-KF-AS9,f__,g__,s__,
OTU1283,0,0,4,0,0,0,k__Bacteria,p__Acidobacteria,c__Acidobacteriia,o__Acidobacteriales,,,,
OTU1406,0,0,4,0,0,0,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Myxococcales,f__Myxococcaceae,g__,s__,
OTU1623,0,0,4,0,0,0,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Legionellales,f__Coxiellaceae,g__Aquicella,s__,
OTU16,0,7,3,0,0,0,Unclassified,,,,,,,
OTU2092,0,0,3,0,0,0,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Myxococcales,,,,
OTU967,0,0,3,0,0,0,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,,,,,
OTU1728,0,0,3,0,0,0,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodospirillales,f__Rhodospirillaceae,g__,s__,
OTU1262,0,0,3,0,0,0,k__Bacteria,p__Acidobacteria,c__Solibacteres,o__Solibacterales,f__,g__,s__,
OTU1379,0,0,3,0,0,0,k__Bacteria,p__Verrucomicrobia,c__[Pedosphaerae],o__[Pedosphaerales],f__[Pedosphaeraceae],g__Pedosphaera,s__,
OTU2127,0,0,3,0,0,0,k__Bacteria,p__Cyanobacteria,c__4C0d-2,o__MLE1-12,f__,g__,s__,
OTU1322,0,0,3,0,0,0,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Myxococcales,f__,g__,s__,
OTU1646,0,0,3,0,0,0,k__Bacteria,p__Acidobacteria,,,,,,
OTU1439,0,0,3,0,0,0,k__Bacteria,p__Chloroflexi,c__Ktedonobacteria,o__Thermogemmatisporales,f__Thermogemmatisporaceae,g__,s__,
OTU1525,0,0,3,0,0,0,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__,f__,g__,s__,
OTU1329,0,0,3,0,0,0,k__Bacteria,p__Gemmatimonadetes,c__Gemmatimonadetes,,,,,
OTU1169,0,9,2,0,0,0,Unclassified,,,,,,,
OTU439,0,7,2,0,0,0,Unclassified,,,,,,,
OTU1798,0,2,2,0,0,0,k__Bacteria,p__Acidobacteria,c__Acidobacteriia,o__Acidobacteriales,f__Acidobacteriaceae,,,
OTU1692,0,1,2,0,0,0,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodospirillales,f__Rhodospirillaceae,,,
OTU1436,0,1,2,0,0,0,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Burkholderiales,f__Comamonadaceae,g__Methylibium,s__,
OTU2681,0,1,2,0,0,0,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodospirillales,f__Acetobacteraceae,g__Acidocella,s__,
OTU1461,0,1,2,0,0,0,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Legionellales,,,,
OTU1855,0,0,2,0,0,0,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Xanthomonadales,f__Xanthomonadaceae,g__,s__,
OTU1670,0,0,2,0,0,0,k__Bacteria,p__Acidobacteria,,,,,,
OTU1471,0,0,2,0,0,0,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__SC-I-84,f__,g__,s__,
OTU1611,0,0,2,0,0,0,k__Bacteria,p__Acidobacteria,c__Acidobacteriia,o__Acidobacteriales,f__Koribacteraceae,g__Candidatus,,
OTU1402,0,0,2,0,0,0,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Bradyrhizobiaceae,g__Bradyrhizobium,,
OTU274,0,0,2,0,0,0,k__Bacteria,,,,,,,
OTU1981,0,0,2,0,0,0,k__Bacteria,p__Acidobacteria,c__Acidobacteriia,o__Acidobacteriales,f__Koribacteraceae,g__,s__,
OTU1438,0,0,2,0,0,0,k__Bacteria,p__Acidobacteria,c__Sva0725,o__Sva0725,f__,g__,s__,
OTU1527,0,0,2,0,0,0,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Syntrophobacterales,f__Syntrophobacteraceae,g__,s__,
OTU459,0,0,2,0,0,0,k__Bacteria,p__Chloroflexi,c__Ktedonobacteria,o__JG30-KF-AS9,f__,g__,s__,
OTU2235,0,0,2,0,0,0,k__Bacteria,p__Acidobacteria,c__DA052,o__Ellin6513,f__,g__,s__,
OTU1823,0,0,2,0,0,0,k__Bacteria,p__Chloroflexi,c__Ktedonobacteria,o__Ktedonobacterales,f__Ktedonobacteraceae,g__FFCH10602,s__,
OTU1818,0,0,2,0,0,0,k__Bacteria,p__Acidobacteria,c__[Chloracidobacteria],o__RB41,f__Ellin6075,g__,s__,
OTU1833,0,0,2,0,0,0,k__Bacteria,p__Acidobacteria,c__DA052,o__Ellin6513,f__,g__,s__,
OTU1374,0,0,2,0,0,0,k__Bacteria,p__Nitrospirae,c__Nitrospira,o__Nitrospirales,f__0319-6A21,g__,s__,
OTU1268,0,0,2,0,0,0,k__Bacteria,p__Verrucomicrobia,c__[Spartobacteria],o__[Chthoniobacterales],f__[Chthoniobacteraceae],g__DA101,s__,
OTU1359,0,0,2,0,0,0,k__Bacteria,p__Acidobacteria,c__DA052,o__Ellin6513,f__,g__,s__,
OTU1687,0,0,2,0,0,0,k__Bacteria,p__Acidobacteria,c__DA052,o__Ellin6513,f__,g__,s__,
OTU1844,0,0,2,0,0,0,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__,f__,g__,s__,
OTU1618,0,0,2,0,0,0,k__Bacteria,,,,,,,
OTU1318,0,0,2,0,0,0,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Thermomonosporaceae,g__Actinoallomurus,s__,
OTU1746,0,0,2,0,0,0,k__Bacteria,p__AD3,c__ABS-6,o__,f__,g__,s__,
OTU1645,0,0,2,0,0,0,k__Bacteria,,,,,,,
OTU1325,0,0,2,0,0,0,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,,,,,
OTU1418,0,0,2,0,0,0,k__Bacteria,p__Proteobacteria,,,,,,
OTU1290,0,0,2,0,0,0,k__Bacteria,,,,,,,
OTU236,0,0,2,0,0,0,k__Bacteria,,,,,,,
OTU1426,0,0,2,0,0,0,k__Bacteria,,,,,,,
OTU1803,0,0,2,0,0,0,k__Bacteria,,,,,,,
OTU1473,0,0,2,0,0,0,k__Bacteria,p__Acidobacteria,c__Acidobacteria-6,o__iii1-15,f__,g__,s__,
OTU1813,0,0,2,0,0,0,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Myxococcales,,,,
OTU1523,0,0,2,0,0,0,k__Bacteria,,,,,,,
OTU1635,0,0,2,0,0,0,k__Bacteria,p__Bacteroidetes,c__Sphingobacteriia,o__Sphingobacteriales,f__,g__,s__,
OTU1399,0,0,2,0,0,0,k__Bacteria,p__Proteobacteria,,,,,,
OTU1858,0,0,2,0,0,0,k__Bacteria,p__Acidobacteria,,,,,,
OTU1360,0,0,2,0,0,0,k__Bacteria,,,,,,,
OTU1777,0,0,2,0,0,0,k__Bacteria,,,,,,,
OTU1279,0,0,2,0,0,0,k__Bacteria,,,,,,,
OTU1711,0,0,2,0,0,0,k__Bacteria,,,,,,,
OTU1628,0,0,2,0,0,0,k__Bacteria,p__Actinobacteria,c__Thermoleophilia,o__Solirubrobacterales,,,,
OTU1619,0,0,2,0,0,0,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,,,,
OTU196,0,216,1,0,0,0,k__Bacteria,,,,,,,
OTU1175,0,12,1,0,0,0,Unclassified,,,,,,,
OTU47,0,6,1,0,0,0,k__Bacteria,p__Acidobacteria,c__Solibacteres,o__Solibacterales,f__,g__,s__,
OTU1792,0,3,1,0,0,0,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae,g__Kaistobacter,s__,
OTU1246,0,3,1,0,0,0,k__Bacteria,p__Gemmatimonadetes,c__Gemmatimonadetes,o__Ellin5290,f__,g__,s__,
OTU598,0,2,1,0,0,0,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodospirillales,f__Rhodospirillaceae,g__,s__,
OTU1265,0,2,1,0,0,0,k__Bacteria,p__Actinobacteria,c__Rubrobacteria,o__Rubrobacterales,f__Rubrobacteraceae,g__Rubrobacter,s__,
OTU193,0,2,1,0,0,0,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,,,,
OTU816,0,1,1,0,0,0,k__Bacteria,p__Acidobacteria,c__Acidobacteria-6,o__iii1-15,f__,g__,s__,
OTU1585,0,1,1,0,0,0,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Myxococcales,f__,g__,s__,
OTU2405,0,1,1,0,0,0,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Myxococcales,,,,
OTU1597,0,1,1,0,0,0,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Myxococcales,f__Myxococcaceae,g__,s__,
OTU2379,0,1,1,0,0,0,k__Bacteria,p__Acidobacteria,c__DA052,o__Ellin6513,f__,g__,s__,
OTU218,0,1,1,0,0,0,k__Bacteria,p__Acidobacteria,c__Acidobacteriia,o__Acidobacteriales,f__Koribacteraceae,g__Candidatus,,
OTU1337,0,1,1,0,0,0,k__Bacteria,p__Acidobacteria,c__DA052,o__Ellin6513,f__,g__,s__,
OTU1629,0,1,1,0,0,0,k__Bacteria,p__Planctomycetes,c__Planctomycetia,o__Gemmatales,f__Gemmataceae,g__,s__,
OTU2462,0,0,1,0,0,0,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,,,,
OTU901,0,0,1,0,0,0,k__Bacteria,p__Gemmatimonadetes,c__Gemmatimonadetes,,,,,
OTU1368,0,0,1,0,0,0,k__Bacteria,,,,,,,
OTU57,0,0,1,0,0,0,k__Bacteria,p__Acidobacteria,c__DA052,o__Ellin6513,f__,g__,s__,
OTU2965,0,0,1,0,0,0,k__Bacteria,p__Elusimicrobia,c__Elusimicrobia,o__FAC88,f__,g__,s__,
OTU430,0,0,1,0,0,0,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__,f__,g__,s__,
OTU1703,0,0,1,0,0,0,k__Bacteria,p__AD3,,,,,,
OTU3051,0,0,1,0,0,0,k__Bacteria,p__AD3,c__ABS-6,o__,f__,g__,s__,
OTU1606,0,0,1,0,0,0,k__Bacteria,p__Actinobacteria,c__Acidimicrobiia,o__Acidimicrobiales,f__,g__,s__,
OTU611,0,0,1,0,0,0,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodospirillales,f__Rhodospirillaceae,g__,s__,
OTU1743,0,0,1,0,0,0,k__Bacteria,p__Verrucomicrobia,c__[Spartobacteria],o__[Chthoniobacterales],f__[Chthoniobacteraceae],g__DA101,s__,
OTU1876,0,0,1,0,0,0,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodospirillales,f__Rhodospirillaceae,g__,s__,
OTU804,0,0,1,0,0,0,k__Bacteria,p__Nitrospirae,c__Nitrospira,o__Nitrospirales,f__0319-6A21,g__,s__,
OTU1302,0,0,1,0,0,0,k__Bacteria,p__Actinobacteria,c__MB-A2-108,o__,f__,g__,s__,
OTU951,0,0,1,0,0,0,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Myxococcales,,,,
OTU1773,0,0,1,0,0,0,k__Bacteria,,,,,,,
OTU2494,0,0,1,0,0,0,k__Bacteria,p__AD3,,,,,,
OTU1801,0,0,1,0,0,0,k__Bacteria,,,,,,,
OTU2399,0,0,1,0,0,0,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Xanthomonadales,f__Sinobacteraceae,g__,s__,
OTU1834,0,0,1,0,0,0,k__Bacteria,p__Verrucomicrobia,c__[Pedosphaerae],o__[Pedosphaerales],f__Ellin515,g__,s__,
OTU1386,0,0,1,0,0,0,k__Bacteria,p__AD3,,,,,,
OTU1850,0,0,1,0,0,0,k__Bacteria,p__Chloroflexi,c__Anaerolineae,o__SBR1031,f__oc28,g__,s__,
OTU1983,0,0,1,0,0,0,k__Bacteria,p__TM6,c__SJA-4,o__,f__,g__,s__,
OTU2301,0,0,1,0,0,0,k__Bacteria,p__Acidobacteria,c__DA052,o__Ellin6513,f__,g__,s__,
OTU1944,0,0,1,0,0,0,k__Bacteria,,,,,,,
OTU1726,0,0,1,0,0,0,k__Bacteria,p__Nitrospirae,c__Nitrospira,o__Nitrospirales,f__0319-6A21,g__,s__,
OTU1422,0,0,1,0,0,0,k__Bacteria,p__Chloroflexi,c__Ktedonobacteria,o__JG30-KF-AS9,f__,g__,s__,
OTU1315,0,0,1,0,0,0,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Myxococcales,,,,
OTU1736,0,0,1,0,0,0,k__Bacteria,p__Acidobacteria,c__DA052,o__Ellin6513,f__,g__,s__,
OTU1738,0,0,1,0,0,0,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Thermomonosporaceae,,,
OTU1366,0,0,1,0,0,0,k__Bacteria,p__Acidobacteria,c__Acidobacteriia,o__Acidobacteriales,f__Acidobacteriaceae,g__,s__,
OTU1772,0,0,1,0,0,0,k__Bacteria,p__Gemmatimonadetes,c__Gemmatimonadetes,o__Gemmatimonadales,f__Ellin5301,g__,s__,
OTU1895,0,0,1,0,0,0,k__Bacteria,,,,,,,
OTU2196,0,0,1,0,0,0,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Syntrophobacterales,f__Syntrophobacteraceae,g__,s__,
OTU1740,0,0,1,0,0,0,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Myxococcales,,,,
OTU1846,0,0,1,0,0,0,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Burkholderiales,f__Burkholderiaceae,,,
